Date,timeOpen,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
02-08-2024,00:00:00.000Z,2024-08-02T00:20:00.000Z,2024-08-02T22:40:00.000Z,2781,575.1467047,577.0011417,540.118645,542.9151898,2062337929.97,79231550680.70,2024-08-02T23:59:59.999Z
01-08-2024,00:00:00.000Z,2024-08-01T00:41:00.000Z,2024-08-01T18:51:00.000Z,2781,576.3681941,577.2912981,553.7516563,575.1467047,2045220020.43,83935366044.91,2024-08-01T23:59:59.999Z
31-07-2024,00:00:00.000Z,2024-07-31T17:47:00.000Z,2024-07-31T21:08:00.000Z,2781,587.6650871,592.5235563,575.2519543,576.3681941,1798590737.17,84113669313.41,2024-07-31T23:59:59.999Z
30-07-2024,00:00:00.000Z,2024-07-30T23:59:00.000Z,2024-07-30T02:31:00.000Z,2781,574.6425999,587.6650871,567.9902195,587.6650871,1811656040.11,85732964588.59,2024-07-30T23:59:59.999Z
29-07-2024,00:00:00.000Z,2024-07-29T03:15:00.000Z,2024-07-29T23:20:00.000Z,2781,584.0995915,596.6490836,573.9860548,574.6425999,1825858615.48,83850420247.93,2024-07-29T23:59:59.999Z
28-07-2024,00:00:00.000Z,2024-07-28T23:32:00.000Z,2024-07-28T05:13:00.000Z,2781,581.588805,584.6899275,575.0437575,584.0995915,1464043629.94,85212875779.99,2024-07-28T23:59:59.999Z
27-07-2024,00:00:00.000Z,2024-07-27T13:49:00.000Z,2024-07-27T20:26:00.000Z,2781,581.0779228,592.852524,574.8930976,581.588805,1760015334.57,84875697403.18,2024-07-27T23:59:59.999Z
26-07-2024,00:00:00.000Z,2024-07-26T22:47:00.000Z,2024-07-26T00:05:00.000Z,2781,570.7133559,582.7736279,570.4503801,581.0779228,1665724791.87,84795365637.07,2024-07-26T23:59:59.999Z
25-07-2024,00:00:00.000Z,2024-07-25T00:51:00.000Z,2024-07-25T03:41:00.000Z,2781,574.5785089,575.838795,554.7560108,570.7133559,1995371028.13,83288637937.65,2024-07-25T23:59:59.999Z
24-07-2024,00:00:00.000Z,2024-07-24T09:52:00.000Z,2024-07-24T23:08:00.000Z,2781,582.1050008,588.8692235,570.9535869,574.5785089,1601708271.20,83852755333.90,2024-07-24T23:59:59.999Z
23-07-2024,00:00:00.000Z,2024-07-23T01:17:00.000Z,2024-07-23T17:02:00.000Z,2781,587.9178052,593.1072796,578.2873085,582.0995306,1839296066.64,84951190948.77,2024-07-23T23:59:59.999Z
22-07-2024,00:00:00.000Z,2024-07-22T00:53:00.000Z,2024-07-22T23:59:00.000Z,2781,601.851181,605.1911897,587.7720012,587.9178052,1985538901.56,85799539050.88,2024-07-22T23:59:59.999Z
21-07-2024,00:00:00.000Z,2024-07-21T22:06:00.000Z,2024-07-21T18:13:00.000Z,2781,593.5726364,603.6642284,583.5407466,601.851181,1815088658.79,88822252491.89,2024-07-21T23:59:59.999Z
20-07-2024,00:00:00.000Z,2024-07-20T18:51:00.000Z,2024-07-20T02:12:00.000Z,2781,593.7093283,598.3012948,587.2839764,593.5722182,1585229671.55,87600527810.22,2024-07-20T23:59:59.999Z
