Date,timeOpen,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
23-08-2024,00:00:00.000Z,2024-08-23T14:47:00.000Z,2024-08-23T13:53:00.000Z,2781,0.999967585,1.001125635,0.99951803,0.999999535,8562443281.00,34847290759.00,2024-08-23T23:59:59.999Z
22-08-2024,00:00:00.000Z,2024-08-22T13:38:00.000Z,2024-08-22T12:37:00.000Z,2781,0.999891856,1.001099388,0.999510978,0.999980726,4782782342.00,34711612209.00,2024-08-22T23:59:59.999Z
21-08-2024,00:00:00.000Z,2024-08-21T21:25:00.000Z,2024-08-21T13:58:00.000Z,2781,0.999983181,1.001154819,0.999326177,1.000017554,5665095199.00,34827070462.00,2024-08-21T23:59:59.999Z
20-08-2024,00:00:00.000Z,2024-08-20T14:23:00.000Z,2024-08-20T13:42:00.000Z,2781,1.0001668,1.001070083,0.999458959,0.999957532,5325316305.00,34783602856.00,2024-08-20T23:59:59.999Z
19-08-2024,00:00:00.000Z,2024-08-19T14:06:00.000Z,2024-08-19T23:28:00.000Z,2781,1.000243271,1.001352758,0.999323198,1.000166794,4852810943.00,34926759734.00,2024-08-19T23:59:59.999Z
18-08-2024,00:00:00.000Z,2024-08-18T18:03:00.000Z,2024-08-18T09:51:00.000Z,2781,0.999869521,1.001011695,0.9995943,1.000476833,3106041184.00,34824841549.00,2024-08-18T23:59:59.999Z
17-08-2024,00:00:00.000Z,2024-08-17T15:21:00.000Z,2024-08-17T13:57:00.000Z,2781,0.999954846,1.00075953,0.999637281,1.000002038,2312459420.00,34832565536.00,2024-08-17T23:59:59.999Z
16-08-2024,00:00:00.000Z,2024-08-16T13:57:00.000Z,2024-08-16T02:33:00.000Z,2781,1.000086744,1.001151501,0.99941585,0.999962904,5554835179.00,34832561901.00,2024-08-16T23:59:59.999Z
15-08-2024,00:00:00.000Z,2024-08-15T14:05:00.000Z,2024-08-15T02:04:00.000Z,2781,0.999967752,1.001289634,0.999415857,1.000093303,7187161595.00,34570568861.00,2024-08-15T23:59:59.999Z
14-08-2024,00:00:00.000Z,2024-08-14T14:28:00.000Z,2024-08-14T15:42:00.000Z,2781,0.999926593,1.001219594,0.999465349,0.999981212,6330884911.00,34479752902.00,2024-08-14T23:59:59.999Z
13-08-2024,00:00:00.000Z,2024-08-13T00:34:00.000Z,2024-08-13T12:35:00.000Z,2781,0.999942952,1.001201111,0.999244366,0.99989811,5704692463.00,34490838602.00,2024-08-13T23:59:59.999Z
12-08-2024,00:00:00.000Z,2024-08-12T13:37:00.000Z,2024-08-12T00:04:00.000Z,2781,0.99985772,1.001275563,0.999528039,0.999921397,7736713766.00,34497285388.00,2024-08-12T23:59:59.999Z
11-08-2024,00:00:00.000Z,2024-08-11T20:08:00.000Z,2024-08-11T21:07:00.000Z,2781,0.999941277,1.001232033,0.999523056,0.999844001,4241023138.00,34456032565.00,2024-08-11T23:59:59.999Z
10-08-2024,00:00:00.000Z,2024-08-10T00:25:00.000Z,2024-08-10T02:34:00.000Z,2781,1.000173632,1.001203775,0.999637961,0.999958561,2840668190.00,34462261317.00,2024-08-10T23:59:59.999Z
09-08-2024,00:00:00.000Z,2024-08-09T15:11:00.000Z,2024-08-09T05:09:00.000Z,2781,0.999930948,1.001197287,0.999532149,1.000172184,6203173859.00,34486372183.00,2024-08-09T23:59:59.999Z
08-08-2024,00:00:00.000Z,2024-08-08T07:07:00.000Z,2024-08-08T21:43:00.000Z,2781,0.999888422,1.001600947,0.998749666,0.999926432,8609634275.00,34545550484.00,2024-08-08T23:59:59.999Z
07-08-2024,00:00:00.000Z,2024-08-07T07:14:00.000Z,2024-08-07T20:02:00.000Z,2781,0.999976696,1.001340825,0.999405126,1.000051755,9172640907.00,34508743387.00,2024-08-07T23:59:59.999Z
06-08-2024,00:00:00.000Z,2024-08-06T15:39:00.000Z,2024-08-06T13:28:00.000Z,2781,1.00004214,1.001497968,0.999386299,1.000157173,10057433619.00,34241608205.00,2024-08-06T23:59:59.999Z
05-08-2024,00:00:00.000Z,2024-08-05T01:25:00.000Z,2024-08-05T05:15:00.000Z,2781,0.999925167,1.001909955,0.998832696,1.000016576,24826261611.00,33711723691.00,2024-08-05T23:59:59.999Z
04-08-2024,00:00:00.000Z,2024-08-04T17:45:00.000Z,2024-08-04T17:47:00.000Z,2781,0.99993478,1.00173797,0.999580328,0.99997113,6455293009.00,33271648952.00,2024-08-04T23:59:59.999Z
03-08-2024,00:00:00.000Z,2024-08-03T21:10:00.000Z,2024-08-03T21:28:00.000Z,2781,0.999879877,1.001315785,0.999635659,1.000056972,5917141670.00,33128442511.00,2024-08-03T23:59:59.999Z
02-08-2024,00:00:00.000Z,2024-08-02T15:07:00.000Z,2024-08-02T21:17:00.000Z,2781,0.999975798,1.001116224,0.999490729,0.999884261,8383547954.00,33004143201.00,2024-08-02T23:59:59.999Z
01-08-2024,00:00:00.000Z,2024-08-01T21:11:00.000Z,2024-08-01T17:51:00.000Z,2781,1.000025971,1.001321557,0.999637314,1.000003834,7390211553.00,32961318065.00,2024-08-01T23:59:59.999Z
31-07-2024,00:00:00.000Z,2024-07-31T18:10:00.000Z,2024-07-31T21:31:00.000Z,2781,1.000006073,1.00110892,0.999676108,1.000035725,5968875897.00,33353986831.00,2024-07-31T23:59:59.999Z
30-07-2024,00:00:00.000Z,2024-07-30T02:24:00.000Z,2024-07-30T00:33:00.000Z,2781,0.999946631,1.001027566,0.999610486,1.000001569,5332646102.00,33463345382.00,2024-07-30T23:59:59.999Z
29-07-2024,00:00:00.000Z,2024-07-29T17:02:00.000Z,2024-07-29T17:34:00.000Z,2781,0.999918643,1.001063261,0.99965462,0.999964499,6797227757.00,33776561879.00,2024-07-29T23:59:59.999Z
28-07-2024,00:00:00.000Z,2024-07-28T05:04:00.000Z,2024-07-28T14:48:00.000Z,2781,0.999998669,1.001000748,0.999727606,0.999906379,3031560130.00,34148900491.00,2024-07-28T23:59:59.999Z
27-07-2024,00:00:00.000Z,2024-07-27T20:51:00.000Z,2024-07-27T20:52:00.000Z,2781,1.000180631,1.00128206,0.999381433,1.000054837,5532713251.00,34157184979.00,2024-07-27T23:59:59.999Z
