Date,timeOpen,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
23-08-2024,00:00:00.000Z,2024-08-23T22:28:00.000Z,2024-08-23T14:55:00.000Z,2781,0.59760018,0.615633659,0.59432161,0.61123904,1254262512.28,34339399344.00,2024-08-23T23:59:59.999Z
22-08-2024,00:00:00.000Z,2024-08-22T06:08:00.000Z,2024-08-22T02:55:00.000Z,2781,0.600277049,0.603865549,0.593852194,0.597600779,943673178.78,33573234744.00,2024-08-22T23:59:59.999Z
21-08-2024,00:00:00.000Z,2024-08-21T19:14:00.000Z,2024-08-21T13:52:00.000Z,2781,0.59442699,0.605303904,0.586757662,0.600275409,1185128570.66,33723594856.00,2024-08-21T23:59:59.999Z
20-08-2024,00:00:00.000Z,2024-08-20T08:35:00.000Z,2024-08-20T15:13:00.000Z,2781,0.598609762,0.614521063,0.588848855,0.594427714,1275196278.52,33355129880.00,2024-08-20T23:59:59.999Z
19-08-2024,00:00:00.000Z,2024-08-19T19:17:00.000Z,2024-08-19T01:01:00.000Z,2781,0.563873698,0.608509245,0.562320235,0.598606091,1592288723.51,33589838098.00,2024-08-19T23:59:59.999Z
18-08-2024,00:00:00.000Z,2024-08-18T12:37:00.000Z,2024-08-18T23:59:00.000Z,2781,0.566323793,0.578752102,0.563856279,0.563875254,633645481.02,31640690553.00,2024-08-18T23:59:59.999Z
17-08-2024,00:00:00.000Z,2024-08-17T17:03:00.000Z,2024-08-17T00:37:00.000Z,2781,0.564513806,0.570539889,0.562127289,0.566319416,481701398.75,31778172945.00,2024-08-17T23:59:59.999Z
16-08-2024,00:00:00.000Z,2024-08-16T08:04:00.000Z,2024-08-16T15:37:00.000Z,2781,0.560956578,0.570269371,0.554827609,0.564516411,1021214645.86,31676608962.00,2024-08-16T23:59:59.999Z
15-08-2024,00:00:00.000Z,2024-08-15T02:35:00.000Z,2024-08-15T20:22:00.000Z,2781,0.569191138,0.573873493,0.552453399,0.560955129,1163264081.30,31477001959.00,2024-08-15T23:59:59.999Z
14-08-2024,00:00:00.000Z,2024-08-14T10:46:00.000Z,2024-08-14T14:13:00.000Z,2781,0.576408122,0.58188919,0.566226006,0.569191857,1138569808.22,31939108830.00,2024-08-14T23:59:59.999Z
13-08-2024,00:00:00.000Z,2024-08-13T18:01:00.000Z,2024-08-13T04:13:00.000Z,2781,0.568768484,0.583112768,0.563871892,0.576398852,1245896254.74,32344035696.00,2024-08-13T23:59:59.999Z
12-08-2024,00:00:00.000Z,2024-08-12T11:22:00.000Z,2024-08-12T00:35:00.000Z,2781,0.552931408,0.579069366,0.552162881,0.568768484,1479740403.04,31915352067.00,2024-08-12T23:59:59.999Z
11-08-2024,00:00:00.000Z,2024-08-11T02:10:00.000Z,2024-08-11T22:34:00.000Z,2781,0.585585592,0.593076793,0.547540874,0.552932454,1202704290.70,31021863581.00,2024-08-11T23:59:59.999Z
10-08-2024,00:00:00.000Z,2024-08-10T13:02:00.000Z,2024-08-10T00:11:00.000Z,2781,0.581150939,0.601366844,0.579598241,0.585579424,1134054567.14,32853905690.00,2024-08-10T23:59:59.999Z
09-08-2024,00:00:00.000Z,2024-08-09T02:26:00.000Z,2024-08-09T13:37:00.000Z,2781,0.617580148,0.62370724,0.569023382,0.581153213,2024450472.78,32605102298.00,2024-08-09T23:59:59.999Z
08-08-2024,00:00:00.000Z,2024-08-08T19:13:00.000Z,2024-08-08T00:46:00.000Z,2781,0.600848538,0.641619381,0.580908005,0.61757735,3502679662.34,34648939841.00,2024-08-08T23:59:59.999Z
07-08-2024,00:00:00.000Z,2024-08-07T21:29:00.000Z,2024-08-07T14:41:00.000Z,2781,0.505691267,0.640818574,0.49423004,0.600809776,4286385926.07,33647087895.00,2024-08-07T23:59:59.999Z
06-08-2024,00:00:00.000Z,2024-08-06T07:49:00.000Z,2024-08-06T00:00:00.000Z,2781,0.489457955,0.518502538,0.489296217,0.50569684,1747524591.64,28318660942.00,2024-08-06T23:59:59.999Z
05-08-2024,00:00:00.000Z,2024-08-05T00:07:00.000Z,2024-08-05T13:31:00.000Z,2781,0.523395781,0.525282781,0.433492034,0.489465843,4193893852.69,27409295016.00,2024-08-05T23:59:59.999Z
04-08-2024,00:00:00.000Z,2024-08-04T04:34:00.000Z,2024-08-04T17:46:00.000Z,2781,0.556389866,0.55830554,0.516428382,0.523396407,1209933394.24,29309788933.00,2024-08-04T23:59:59.999Z
03-08-2024,00:00:00.000Z,2024-08-03T07:39:00.000Z,2024-08-03T20:13:00.000Z,2781,0.560771355,0.576546493,0.542471927,0.5563914,1325726392.55,31157434104.00,2024-08-03T23:59:59.999Z
02-08-2024,00:00:00.000Z,2024-08-02T00:00:00.000Z,2024-08-02T15:29:00.000Z,2781,0.59646317,0.596466023,0.549635588,0.560770562,1884164485.05,31402794356.00,2024-08-02T23:59:59.999Z
01-08-2024,00:00:00.000Z,2024-08-01T00:40:00.000Z,2024-08-01T18:13:00.000Z,2781,0.623934394,0.629433312,0.571883647,0.596463884,1990603912.77,33401510419.00,2024-08-01T23:59:59.999Z
31-07-2024,00:00:00.000Z,2024-07-31T02:46:00.000Z,2024-07-31T23:43:00.000Z,2781,0.627861475,0.65791084,0.623762101,0.62393894,2419022402.95,34915910712.00,2024-07-31T23:59:59.999Z
30-07-2024,00:00:00.000Z,2024-07-30T10:44:00.000Z,2024-07-30T02:37:00.000Z,2781,0.60208376,0.634965066,0.596157404,0.627877451,2197505658.89,35135673614.00,2024-07-30T23:59:59.999Z
29-07-2024,00:00:00.000Z,2024-07-29T08:16:00.000Z,2024-07-29T16:34:00.000Z,2781,0.601944219,0.611412088,0.593300834,0.60208616,1178431460.99,33693130276.00,2024-07-29T23:59:59.999Z
28-07-2024,00:00:00.000Z,2024-07-28T09:10:00.000Z,2024-07-28T00:23:00.000Z,2781,0.596795104,0.612916017,0.592157457,0.601946591,916029261.72,33685321446.00,2024-07-28T23:59:59.999Z
27-07-2024,00:00:00.000Z,2024-07-27T13:49:00.000Z,2024-07-27T20:27:00.000Z,2781,0.604068967,0.60887141,0.586703927,0.596795104,1007994247.02,33397172497.00,2024-07-27T23:59:59.999Z
26-07-2024,00:00:00.000Z,2024-07-26T04:14:00.000Z,2024-07-26T14:53:00.000Z,2781,0.599814119,0.608453828,0.587459382,0.604068173,1385845115.73,33804224175.00,2024-07-26T23:59:59.999Z
25-07-2024,00:00:00.000Z,2024-07-25T12:40:00.000Z,2024-07-25T20:40:00.000Z,2781,0.618851857,0.623824474,0.586938593,0.599816171,2306853708.77,33566119191.00,2024-07-25T23:59:59.999Z
24-07-2024,00:00:00.000Z,2024-07-24T13:50:00.000Z,2024-07-24T00:46:00.000Z,2781,0.59745953,0.63215548,0.592576804,0.618843467,1933084899.09,34599686682.00,2024-07-24T23:59:59.999Z
23-07-2024,00:00:00.000Z,2024-07-23T04:21:00.000Z,2024-07-23T17:02:00.000Z,2781,0.607637075,0.616576362,0.584276395,0.597457051,1657693154.96,33403652749.00,2024-07-23T23:59:59.999Z
22-07-2024,00:00:00.000Z,2024-07-22T19:16:00.000Z,2024-07-22T06:50:00.000Z,2781,0.597479549,0.622663144,0.586667433,0.607637075,2052124201.46,33972674011.00,2024-07-22T23:59:59.999Z
21-07-2024,00:00:00.000Z,2024-07-21T05:13:00.000Z,2024-07-21T18:14:00.000Z,2781,0.594652684,0.607188495,0.575615563,0.597466977,1489477304.65,33404772022.00,2024-07-21T23:59:59.999Z
20-07-2024,00:00:00.000Z,2024-07-20T06:49:00.000Z,2024-07-20T00:30:00.000Z,2781,0.573729313,0.603782059,0.571831696,0.594651438,1538358690.90,33246723442.00,2024-07-20T23:59:59.999Z
19-07-2024,00:00:00.000Z,2024-07-19T17:40:00.000Z,2024-07-19T09:43:00.000Z,2781,0.56960752,0.586011986,0.542638353,0.573752339,2340175055.41,32076908611.00,2024-07-19T23:59:59.999Z
18-07-2024,00:00:00.000Z,2024-07-18T00:19:00.000Z,2024-07-18T16:04:00.000Z,2781,0.626588925,0.635986872,0.560432165,0.569574025,2986711546.65,31844588597.00,2024-07-18T23:59:59.999Z
17-07-2024,00:00:00.000Z,2024-07-17T22:49:00.000Z,2024-07-17T00:00:00.000Z,2781,0.579373385,0.636643537,0.579373385,0.626485691,3708255185.76,35026490365.00,2024-07-17T23:59:59.999Z
16-07-2024,00:00:00.000Z,2024-07-16T17:01:00.000Z,2024-07-16T08:37:00.000Z,2781,0.53775343,0.59252659,0.534283815,0.579375743,3380662320.27,32332260022.00,2024-07-16T23:59:59.999Z
15-07-2024,00:00:00.000Z,2024-07-15T11:05:00.000Z,2024-07-15T00:01:00.000Z,2781,0.522734204,0.539383739,0.521158836,0.537878496,1760362203.89,30016492084.00,2024-07-15T23:59:59.999Z
14-07-2024,00:00:00.000Z,2024-07-14T09:37:00.000Z,2024-07-14T02:53:00.000Z,2781,0.526201096,0.539605329,0.514805763,0.522862784,1570275471.85,29178535176.00,2024-07-14T23:59:59.999Z
13-07-2024,00:00:00.000Z,2024-07-13T19:59:00.000Z,2024-07-13T00:04:00.000Z,2781,0.474720405,0.563579394,0.474401151,0.526328627,2857057879.57,29371947720.00,2024-07-13T23:59:59.999Z
12-07-2024,00:00:00.000Z,2024-07-12T22:28:00.000Z,2024-07-12T01:24:00.000Z,2781,0.449036657,0.477412619,0.445219373,0.474729719,1596389224.22,26492453151.00,2024-07-12T23:59:59.999Z
11-07-2024,00:00:00.000Z,2024-07-11T12:34:00.000Z,2024-07-11T03:22:00.000Z,2781,0.439050653,0.452818913,0.437115055,0.449041034,1102016669.99,25058887331.00,2024-07-11T23:59:59.999Z
10-07-2024,00:00:00.000Z,2024-07-10T10:49:00.000Z,2024-07-10T15:09:00.000Z,2781,0.4358483,0.442404139,0.431749956,0.43903782,967522144.02,24464532455.00,2024-07-10T23:59:59.999Z
09-07-2024,00:00:00.000Z,2024-07-09T08:46:00.000Z,2024-07-09T02:04:00.000Z,2781,0.431430276,0.437425666,0.427949942,0.435916205,986003310.48,24290586540.00,2024-07-09T23:59:59.999Z
08-07-2024,00:00:00.000Z,2024-07-08T12:53:00.000Z,2024-07-08T01:26:00.000Z,2781,0.419802613,0.442062458,0.404670057,0.431480052,1537507457.50,24043390479.00,2024-07-08T23:59:59.999Z
07-07-2024,00:00:00.000Z,2024-07-07T00:00:00.000Z,2024-07-07T23:52:00.000Z,2781,0.449048395,0.449048395,0.418823157,0.41982306,758268409.35,23393827165.00,2024-07-07T23:59:59.999Z
06-07-2024,00:00:00.000Z,2024-07-06T23:29:00.000Z,2024-07-06T00:07:00.000Z,2781,0.425485205,0.449482252,0.42418634,0.449053219,723560144.53,25022621164.00,2024-07-06T23:59:59.999Z
05-07-2024,00:00:00.000Z,2024-07-05T00:00:00.000Z,2024-07-05T03:11:00.000Z,2781,0.433448494,0.433448494,0.391139472,0.425492041,2152542240.89,23709720139.00,2024-07-05T23:59:59.999Z
04-07-2024,00:00:00.000Z,2024-07-04T00:40:00.000Z,2024-07-04T23:43:00.000Z,2781,0.466736592,0.469003804,0.432925301,0.433573501,1521233429.00,24160043856.00,2024-07-04T23:59:59.999Z
03-07-2024,00:00:00.000Z,2024-07-03T00:46:00.000Z,2024-07-03T19:25:00.000Z,2781,0.484535224,0.486022371,0.462589723,0.466760338,1275422799.29,25993102579.00,2024-07-03T23:59:59.999Z
02-07-2024,00:00:00.000Z,2024-07-02T13:13:00.000Z,2024-07-02T01:43:00.000Z,2781,0.476624597,0.487725455,0.475913419,0.484519993,844534842.64,26982108090.00,2024-07-02T23:59:59.999Z
01-07-2024,00:00:00.000Z,2024-07-01T11:04:00.000Z,2024-07-01T00:13:00.000Z,2781,0.47547224,0.482821974,0.475073906,0.476641426,813551774.31,26543363880.00,2024-07-01T23:59:59.999Z
30-06-2024,00:00:00.000Z,2024-06-30T22:43:00.000Z,2024-06-30T02:54:00.000Z,2781,0.471978572,0.477325927,0.469997442,0.475482652,465426275.55,26478833692.00,2024-06-30T23:59:59.999Z
29-06-2024,00:00:00.000Z,2024-06-29T11:49:00.000Z,2024-06-29T00:04:00.000Z,2781,0.470977276,0.476142736,0.470915153,0.471993985,402714114.02,26284555634.00,2024-06-29T23:59:59.999Z
28-06-2024,00:00:00.000Z,2024-06-28T12:40:00.000Z,2024-06-28T18:13:00.000Z,2781,0.474650355,0.480172122,0.470267287,0.470885307,937124567.35,26222815249.00,2024-06-28T23:59:59.999Z
27-06-2024,00:00:00.000Z,2024-06-27T14:16:00.000Z,2024-06-27T07:16:00.000Z,2781,0.469566803,0.47645303,0.465692179,0.474654919,840598295.29,26432738619.00,2024-06-27T23:59:59.999Z
26-06-2024,00:00:00.000Z,2024-06-26T02:19:00.000Z,2024-06-26T17:11:00.000Z,2781,0.475690715,0.477816904,0.466210227,0.469600427,886063357.43,26151262432.00,2024-06-26T23:59:59.999Z
25-06-2024,00:00:00.000Z,2024-06-25T14:31:00.000Z,2024-06-25T00:49:00.000Z,2781,0.474114552,0.479545759,0.473038029,0.475685468,856021182.68,26456762761.00,2024-06-25T23:59:59.999Z
24-06-2024,00:00:00.000Z,2024-06-24T13:37:00.000Z,2024-06-24T20:34:00.000Z,2781,0.47949878,0.481298183,0.463596767,0.474142637,1322556294.02,26370953283.00,2024-06-24T23:59:59.999Z
23-06-2024,00:00:00.000Z,2024-06-23T04:19:00.000Z,2024-06-23T20:37:00.000Z,2781,0.486594435,0.488848422,0.478103927,0.479488589,500633865.78,26668285444.00,2024-06-23T23:59:59.999Z
22-06-2024,00:00:00.000Z,2024-06-22T01:24:00.000Z,2024-06-22T09:09:00.000Z,2781,0.488945794,0.489341846,0.484241653,0.486620511,455648980.05,27064949989.00,2024-06-22T23:59:59.999Z
21-06-2024,00:00:00.000Z,2024-06-21T11:52:00.000Z,2024-06-21T18:09:00.000Z,2781,0.488711511,0.494884008,0.48002837,0.488955573,1131886817.93,27194821929.00,2024-06-21T23:59:59.999Z
20-06-2024,00:00:00.000Z,2024-06-20T11:41:00.000Z,2024-06-20T23:59:00.000Z,2781,0.493241422,0.501285804,0.488716105,0.488716105,1106889108.38,27181503154.00,2024-06-20T23:59:59.999Z
19-06-2024,00:00:00.000Z,2024-06-19T18:37:00.000Z,2024-06-19T08:34:00.000Z,2781,0.490946458,0.499169106,0.487991493,0.493241422,1001252677.69,27409654567.00,2024-06-19T23:59:59.999Z
18-06-2024,00:00:00.000Z,2024-06-18T08:52:00.000Z,2024-06-18T19:49:00.000Z,2781,0.505049144,0.507802902,0.477283176,0.490948453,2024283446.61,27282233200.00,2024-06-18T23:59:59.999Z
17-06-2024,00:00:00.000Z,2024-06-17T15:12:00.000Z,2024-06-17T07:19:00.000Z,2781,0.488813658,0.519142342,0.484668365,0.50515981,2028523218.45,28071964918.00,2024-06-17T23:59:59.999Z
16-06-2024,00:00:00.000Z,2024-06-16T10:44:00.000Z,2024-06-16T18:05:00.000Z,2781,0.490694843,0.49862665,0.488062436,0.488832078,692035447.03,27164625234.00,2024-06-16T23:59:59.999Z
15-06-2024,00:00:00.000Z,2024-06-15T19:40:00.000Z,2024-06-15T00:02:00.000Z,2781,0.47427373,0.503859111,0.474226714,0.490690689,770448136.79,27267909137.00,2024-06-15T23:59:59.999Z
14-06-2024,00:00:00.000Z,2024-06-14T05:40:00.000Z,2024-06-14T16:10:00.000Z,2781,0.476978716,0.480751862,0.464684832,0.474275017,1220484175.73,26355682620.00,2024-06-14T23:59:59.999Z
13-06-2024,00:00:00.000Z,2024-06-13T00:00:00.000Z,2024-06-13T21:28:00.000Z,2781,0.491558424,0.491558424,0.476325993,0.477004559,1048059803.53,26507364563.00,2024-06-13T23:59:59.999Z
12-06-2024,00:00:00.000Z,2024-06-12T16:19:00.000Z,2024-06-12T01:49:00.000Z,2781,0.480302624,0.497531855,0.475139284,0.491540018,1255729793.63,27283498128.00,2024-06-12T23:59:59.999Z
11-06-2024,00:00:00.000Z,2024-06-11T00:02:00.000Z,2024-06-11T17:29:00.000Z,2781,0.496627377,0.496648187,0.47264798,0.480319606,1517249423.56,26660696141.00,2024-06-11T23:59:59.999Z
10-06-2024,00:00:00.000Z,2024-06-10T15:58:00.000Z,2024-06-10T08:01:00.000Z,2781,0.498602436,0.505165661,0.494091683,0.496627855,1117710952.30,27565904379.00,2024-06-10T23:59:59.999Z
09-06-2024,00:00:00.000Z,2024-06-09T22:27:00.000Z,2024-06-09T02:42:00.000Z,2781,0.493137007,0.49902932,0.491800189,0.498582805,635952947.96,27674416130.00,2024-06-09T23:59:59.999Z
08-06-2024,00:00:00.000Z,2024-06-08T07:46:00.000Z,2024-06-08T17:37:00.000Z,2781,0.498946024,0.500502327,0.491344201,0.493145316,825177679.18,27372602017.00,2024-06-08T23:59:59.999Z
07-06-2024,00:00:00.000Z,2024-06-07T12:04:00.000Z,2024-06-07T18:16:00.000Z,2781,0.521575817,0.527467043,0.463600858,0.49895111,2462659926.32,27694859364.00,2024-06-07T23:59:59.999Z
06-06-2024,00:00:00.000Z,2024-06-06T15:11:00.000Z,2024-06-06T20:04:00.000Z,2781,0.525706299,0.527604159,0.517547293,0.521578221,1194300808.01,28950669900.00,2024-06-06T23:59:59.999Z
05-06-2024,00:00:00.000Z,2024-06-05T08:22:00.000Z,2024-06-05T05:11:00.000Z,2781,0.525764551,0.530664073,0.524651122,0.525710512,1154026310.31,29150602971.00,2024-06-05T23:59:59.999Z
04-06-2024,00:00:00.000Z,2024-06-04T16:04:00.000Z,2024-06-04T07:49:00.000Z,2781,0.520099762,0.530039202,0.5185188,0.525764551,1165207605.35,29153833056.00,2024-06-04T23:59:59.999Z
03-06-2024,00:00:00.000Z,2024-06-03T13:52:00.000Z,2024-06-03T00:41:00.000Z,2781,0.513475586,0.52248333,0.513034226,0.520099762,1098641925.69,28839718483.00,2024-06-03T23:59:59.999Z
02-06-2024,00:00:00.000Z,2024-06-02T14:31:00.000Z,2024-06-02T18:07:00.000Z,2781,0.518313053,0.519413984,0.509286645,0.513481647,738754247.39,28472741617.00,2024-06-02T23:59:59.999Z
01-06-2024,00:00:00.000Z,2024-06-01T14:30:00.000Z,2024-06-01T00:03:00.000Z,2781,0.51780002,0.521260798,0.517507106,0.518312973,559721132.07,28740644837.00,2024-06-01T23:59:59.999Z
